gene_id,column_name
Pocillopora_acuta_HIv2___RNAseq.g12160.t1a,0
Pocillopora_acuta_HIv2___RNAseq.g12197.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12201.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12209.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12215.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12219.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12222.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12226.t1,0
Pocillopora_acuta_HIv2___RNAseq.g1224.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12282.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12293.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12295.t2,0
Pocillopora_acuta_HIv2___RNAseq.g12300.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12301.t1a,0
Pocillopora_acuta_HIv2___RNAseq.g12301.t1b,0
Pocillopora_acuta_HIv2___RNAseq.g12320.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12336.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12340.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12344.t2,0
Pocillopora_acuta_HIv2___RNAseq.g12346.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12347.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12349.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12350.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12368.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12369.t2,0
Pocillopora_acuta_HIv2___RNAseq.g12372.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12376.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12385.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12410.t1,1
Pocillopora_acuta_HIv2___RNAseq.g12417.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12418.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12424.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12425.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12428.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12435.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12436.t1,0
Pocillopora_acuta_HIv2___RNAseq.g12459.t1,0
