"","KEGGterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","bh_adjust"
"60","K00415",0.999999999999999,0.997374760787588,0,1,1
"279","K01527",0.999999999999999,0.99655859285077,0,1,1
"298","K01648",0.999999999999999,0.997436950018005,0,1,1
"405","K02270",0.999999999999999,0.990935915680341,0,2,1
"624","K03136",0.999999999999999,0.994956601355767,0,1,1
"686","K03456",0.999999999999999,0.997429849738403,0,1,1
"746","K03948",0.999999999999999,0.995524683469586,0,1,1
"753","K03956",0.999999999999999,0.995815126407108,0,1,1
"791","K04393",0.999999999999999,0.996585616857345,0,1,1
"821","K04491",0.999999999999999,0.997334293709992,0,1,1
"848","K04565",0.999999999999999,0.997128642349512,0,1,1
"926","K05125",0.999999999999999,0.996364415412522,0,1,1
"1008","K05810",0.999999999999999,0.997022123303111,0,1,1
"1179","K07376",0.999999999999999,0.997459656804492,0,1,1
"1332","K08735",0.999999999999999,0.997479963573485,0,1,1
"1336","K08745",0.999999999999999,0.99719584087826,0,1,1
"1505","K09508",0.999999999999999,0.99456649941655,0,1,1
"1761","K10839",0.999999999999999,0.997399455374784,0,1,1
"1795","K11086",0.999999999999999,0.99647525868043,0,1,1
"1935","K11650",0.999999999999999,0.997011694722323,0,1,1
"2356","K13485",0.999999999999999,0.994412868159561,0,1,1
"2422","K14026",0.999999999999999,0.997415802383768,0,1,1
"2574","K14787",0.999999999999999,0.992586280002061,0,2,1
"2589","K14806",0.999999999999999,0.997370004812322,0,1,1
"2624","K14861",0.999999999999999,0.997489094387443,0,1,1
"2669","K15133",0.999999999999999,0.99722003881326,0,1,1
"2676","K15162",0.999999999999999,0.997502196447172,0,1,1
"2871","K16541",0.999999999999999,0.997287050373113,0,1,1
"3009","K17398",0.999999999999999,0.99744893590096,0,1,1
"3315","K19363",0.999999999999999,0.983808892477537,0,4,1
"3409","K19932",0.999999999999999,0.996825392511844,0,1,1
"3489","K20241",0.999999999999999,0.997382601708056,0,1,1
"3542","K20635",0.999999999999999,0.996812995048918,0,1,1
"3545","K20639",0.999999999999999,0.997254971462124,0,1,1
"3590","K21247",0.999999999999999,0.994662640139283,0,1,1
"3642","K21918",0.999999999999999,0.99456649941655,0,1,1
"4007","K24636",0.999999999999999,0.997430431890011,0,1,1
"4145","K25461",0.999999999999999,0.997418426661436,0,1,1
"196","K01121",0.999999999999999,0.996637287972684,0,1,1
"232","K01279",0.999999999999999,0.995226467236004,0,1,1
"258","K01411",0.999999999999999,0.997439437607284,0,1,1
"425","K02358",0.999999999999999,0.997023251367541,0,1,1
"555","K02976",0.999999999999999,0.996123184775364,0,1,1
"961","K05636",0.999999999999999,0.997390066091835,0,1,1
"1063","K06173",0.999999999999999,0.997195013940837,0,1,1
"1087","K06275",0.999999999999999,0.997423459857292,0,1,1
"1333","K08737",0.999999999999999,0.997450661733098,0,1,1
"1334","K08738",0.999999999999999,0.995021083278564,0,1,1
"1344","K08790",0.999999999999999,0.997390066091835,0,1,1
"1366","K08826",0.999999999999999,0.997388724175113,0,1,1
"1762","K10841",0.999999999999999,0.997422549769848,0,1,1
"1821","K11165",0.999999999999999,0.993542223789979,0,2,1
"1952","K11680",0.999999999999999,0.99542551027826,0,1,1
"2132","K12598",0.999999999999999,0.997433076978366,0,1,1
"2161","K12670",0.999999999999999,0.997118107727433,0,1,1
"2236","K13024",0.999999999999999,0.997433076978366,0,1,1
"2239","K13044",0.999999999999999,0.997334498856794,0,1,1
"2519","K14570",0.999999999999999,0.997397856661719,0,1,1
"2814","K16172",0.999999999999999,0.997323422065359,0,1,1
"2980","K17261",0.999999999999999,0.988442911907072,0,3,1
"3477","K20190",0.999999999999999,0.997430705079763,0,1,1
"3825","K23554",0.999999999999999,0.99731012992704,0,1,1
"3918","K24047",0.999999999999999,0.997390066091835,0,1,1
"4115","K25192",0.999999999999999,0.997345893422848,0,1,1
"4137","K25437",0.999999999999999,0.997430882365152,0,1,1
"39","K00273",0.999999999999999,0.99688080641132,0,1,1
"134","K00802",0.999999999999999,0.997123025907882,0,1,1
"273","K01510",0.999999999999999,0.994916029636689,0,1,1
"284","K01540",0.999999999999999,0.996528144841018,0,1,1
"325","K01847",0.999999999999999,0.99742856135669,0,1,1
"616","K03124",0.999999999999999,0.996928534249647,0,1,1
"775","K04353",0.999999999999999,0.993040061538821,0,2,1
"842","K04554",0.999999999999999,0.996858275747437,0,1,1
"1061","K06158",0.999999999999999,0.997397539863439,0,1,1
"1104","K06636",0.999999999999999,0.997438974061847,0,1,1
"1130","K06767",0.999999999999999,0.997439590255054,0,1,1
"1188","K07478",0.999999999999999,0.996889154013561,0,1,1
"1373","K08836",0.999999999999999,0.997112466115003,0,1,1
"1414","K09098",0.999999999999999,0.997466047833076,0,1,1
"1474","K09404",0.999999999999999,0.99702517946097,0,1,1
"1570","K09855",0.999999999999999,0.996240405436147,0,1,1
"1615","K10352",0.999999999999999,0.997466047833076,0,1,1
"1619","K10359",0.999999999999999,0.991778822222971,0,3,1
"1864","K11340",0.999999999999999,0.997267836496353,0,1,1
"1880","K11417",0.999999999999999,0.997327944234858,0,1,1
"1912","K11509",0.999999999999999,0.996862508616643,0,1,1
"1977","K11830",0.999999999999999,0.994675133278512,0,1,1
"2036","K12172",0.999999999999999,0.994881031181857,0,2,1
"2049","K12188",0.999999999999999,0.996182608278317,0,1,1
"2089","K12392",0.999999999999999,0.997444203894788,0,1,1
"2190","K12833",0.999999999999999,0.994911961561582,0,1,1
"2194","K12839",0.999999999999999,0.996864404317882,0,1,1
"2210","K12860",0.999999999999999,0.997397539863439,0,1,1
"2343","K13304",0.999999999999999,0.997415319506407,0,1,1
"2388","K13800",0.999999999999999,0.996303787980924,0,1,1
"2412","K14006",0.999999999999999,0.997152424948382,0,1,1
"2533","K14618",0.999999999999999,0.995413091568418,0,1,1
"2606","K14835",0.999999999999999,0.997468664063721,0,1,1
"2670","K15137",0.999999999999999,0.996664490846553,0,1,1
"2677","K15164",0.999999999999999,0.997479197247744,0,1,1
"2695","K15190",0.999999999999999,0.996125022522768,0,1,1
"2703","K15203",0.999999999999999,0.995465609833007,0,1,1
"2783","K15680",0.999999999999999,0.995043119110652,0,1,1
"2795","K15717",0.999999999999999,0.996521279187327,0,1,1
"2806","K15865",0.999999999999999,0.99702517946097,0,1,1
"2956","K16896",0.999999999999999,0.997428156557258,0,1,1
"3135","K17908",0.999999999999999,0.996865455060541,0,1,1
"3144","K17923",0.999999999999999,0.997422170403148,0,1,1
"3198","K18263",0.999999999999999,0.997806864310575,0,1,1
"3254","K18646",0.999999999999999,0.996826285201893,0,1,1
"3390","K19765",0.999999999999999,0.99421388694655,0,1,1
"3430","K20042",0.999999999999999,0.997429305302371,0,1,1
"3565","K20791",0.999999999999999,0.996492980131495,0,1,1
"3582","K20880",0.999999999999999,0.997355593368727,0,1,1
"3626","K21804",0.999999999999999,0.994488768899132,0,1,1
"3654","K22069",0.999999999999999,0.996240405436147,0,1,1
"3691","K22453",0.999999999999999,0.996825169151347,0,1,1
"3775","K23308",0.999999999999999,0.996865455060541,0,1,1
"4041","K24760",0.999999999999999,0.997342413810171,0,1,1
"4056","K24818",0.999999999999999,0.997420382999847,0,1,1
"22","K00128",0.999999999999999,0.994632162148652,0,2,1
"41","K00275",0.999999999999999,0.996632955141873,0,1,1
"283","K01539",0.999999999999999,0.994911833648965,0,2,1
"349","K01915",0.999999999999999,0.992058857707755,0,2,1
"407","K02295",0.999999999999999,0.991481848777627,0,3,1
"445","K02583",0.999999999999999,0.990735409297725,0,3,1
"514","K02920",0.999999999999999,0.995595247451129,0,1,1
"553","K02974",0.999999999999999,0.995614715889216,0,1,1
"592","K03036",0.999999999999999,0.997344522587276,0,1,1
"607","K03099",0.999999999999999,0.997445650687086,0,1,1
"652","K03242",0.999999999999999,0.997426926235759,0,1,1
"776","K04354",0.999999999999999,0.997101480372053,0,1,1
"914","K04996",0.999999999999999,0.99651072182981,0,1,1
"933","K05193",0.999999999999999,0.997428110040363,0,1,1
"958","K05628",0.999999999999999,0.997333211778291,0,1,1
"1031","K06054",0.999999999999999,0.975561211782341,0,5,1
"1241","K07994",0.999999999999999,0.992105370841054,0,2,1
"1313","K08592",0.999999999999999,0.994009298923031,0,2,1
"1363","K08823",0.999999999999999,0.996893186078877,0,1,1
"1757","K10807",0.999999999999999,0.994868090143253,0,2,1
"1940","K11657",0.999999999999999,0.997429544006094,0,1,1
"2042","K12179",0.999999999999999,0.996440997302731,0,1,1
"2154","K12647",0.999999999999999,0.991967462088508,0,3,1
"2317","K13190",0.999999999999999,0.99574754780208,0,1,1
"2325","K13210",0.999999999999999,0.997429426355905,0,1,1
"2374","K13708",0.999999999999999,0.997649202261643,0,1,1
"2493","K14523",0.999999999999999,0.996531721458711,0,1,1
"2500","K14545",0.999999999999999,0.99651072182981,0,1,1
"2501","K14546",0.999999999999999,0.997418201842085,0,1,1
"2609","K14838",0.999999999999999,0.997070640892041,0,1,1
"2716","K15264",0.999999999999999,0.99697265074952,0,1,1
"2765","K15523",0.999999999999999,0.99644170794705,0,1,1
"2870","K16540",0.999999999999999,0.994519350120686,0,2,1
"2975","K17199",0.999999999999999,0.99434039838378,0,2,1
"3070","K17583",0.999999999999999,0.997460677159789,0,1,1
"3072","K17592",0.999999999999999,0.966812629475391,0,13,1
"3151","K17931",0.999999999999999,0.995667777119217,0,1,1
"3153","K17936",0.999999999999999,0.997428517417404,0,1,1
"3161","K17987",0.999999999999999,0.997408089626745,0,1,1
"3271","K18735",0.999999999999999,0.997409874415753,0,1,1
"3347","K19527",0.999999999999999,0.995027856210287,0,2,1
"3490","K20242",0.999999999999999,0.997301961084467,0,1,1
"3534","K20476",0.999999999999999,0.997434631323945,0,1,1
"3561","K20778",0.999999999999999,0.99697265074952,0,1,1
"3587","K21052",0.999999999999999,0.994952553268814,0,1,1
"3610","K21548",0.999999999999999,0.990480368460631,0,2,1
"3622","K21769",0.999999999999999,0.997409961730495,0,1,1
"3717","K22754",0.999999999999999,0.983659902530951,0,7,1
"3789","K23343",0.999999999999999,0.997413146337504,0,1,1
"3925","K24062",0.999999999999999,0.99651072182981,0,1,1
"3985","K24485",0.999999999999999,0.997434841417395,0,1,1
"4022","K24722",0.999999999999999,0.997412122819143,0,1,1
"4091","K24983",0.999999999999999,0.997421003042745,0,1,1
"4096","K25058",0.999999999999999,0.997365839965282,0,1,1
"4126","K25395",0.999999999999999,0.997070640892041,0,1,1
"294","K01634",0.999999999999999,0.997402046922795,0,1,1
"326","K01855",0.999999999999999,0.995210269141646,0,1,1
"409","K02310",0.999999999999999,0.996078372341516,0,1,1
"556","K02977",0.999999999999999,0.995625870915517,0,1,1
"575","K03004",0.999999999999999,0.995009035132044,0,1,1
"583","K03024",0.999999999999999,0.995852511995979,0,1,1
"614","K03111",0.999999999999999,0.996178636022409,0,1,1
"632","K03163",0.999999999999999,0.997430014018682,0,1,1
"697","K03521",0.999999999999999,0.996144178202903,0,1,1
"816","K04457",0.999999999999999,0.996540764895673,0,1,1
"825","K04501",0.999999999999999,0.997334703704866,0,1,1
"828","K04508",0.999999999999999,0.997269815908359,0,1,1
"909","K04984",0.999999999999999,0.97910268300698,0,8,1
"916","K05012",0.999999999999999,0.997422292665013,0,1,1
"951","K05543",0.999999999999999,0.997388318518657,0,1,1
"984","K05723",0.999999999999999,0.997428657780725,0,1,1
"994","K05751",0.999999999999999,0.996300975912625,0,1,1
"995","K05752",0.999999999999999,0.994886832676711,0,1,1
"1019","K05925",0.999999999999999,0.997427083446786,0,1,1
"1028","K06037",0.999999999999999,0.996694299098485,0,1,1
"1069","K06215",0.999999999999999,0.996701510310829,0,1,1
"1147","K06978",0.999999999999999,0.992842234456607,0,2,1
"1160","K07203",0.999999999999999,0.997439574628819,0,1,1
"1184","K07440",0.999999999999999,0.994182470857959,0,2,1
"1209","K07830",0.999999999999999,0.997022284606175,0,1,1
"1217","K07881",0.999999999999999,0.99681117249425,0,1,1
"1234","K07942",0.999999999999999,0.996301780022607,0,1,1
"1240","K07984",0.999999999999999,0.994282096126007,0,2,1
"1273","K08239",0.999999999999999,0.996917811897046,0,1,1
"1309","K08548",0.999999999999999,0.996473538104852,0,1,1
"1387","K08871",0.999999999999999,0.997430650444938,0,1,1
"1521","K09534",0.999999999999999,0.997291558138443,0,1,1
"1558","K09640",0.999999999999999,0.99160468977216,0,3,1
"1640","K10400",0.999999999999999,0.997485643236592,0,1,1
"1675","K10485",0.999999999999999,0.997031395957567,0,1,1
"1696","K10600",0.999999999999999,0.996250494437713,0,1,1
"1819","K11155",0.999999999999999,0.997403026221092,0,1,1
"1844","K11291",0.999999999999999,0.997278411845027,0,1,1
"1924","K11550",0.999999999999999,0.995482146760617,0,1,1
"1967","K11789",0.999999999999999,0.984792623555455,0,6,1
"2001","K11863",0.999999999999999,0.997105130803708,0,1,1
"2129","K12592",0.999999999999999,0.996701510310829,0,1,1
"2134","K12600",0.999999999999999,0.997550757347377,0,1,1
"2143","K12616",0.999999999999999,0.997430890277108,0,1,1
"2179","K12820",0.999999999999999,0.997384604788284,0,1,1
"2214","K12864",0.999999999999999,0.997221732674726,0,1,1
"2246","K13093",0.999999999999999,0.996808200280473,0,1,1
"2253","K13101",0.999999999999999,0.997387997865548,0,1,1
"2276","K13129",0.999999999999999,0.996301780022607,0,1,1
"2285","K13145",0.999999999999999,0.997430820975849,0,1,1
"2310","K13177",0.999999999999999,0.997430014018682,0,1,1
"2318","K13192",0.999999999999999,0.997392280401412,0,1,1
"2326","K13211",0.999999999999999,0.997422292665013,0,1,1
"2450","K14311",0.999999999999999,0.997523558325904,0,1,1
"2477","K14407",0.999999999999999,0.997112069471712,0,1,1
"2507","K14555",0.999999999999999,0.997427394352436,0,1,1
"2537","K14649",0.999999999999999,0.997017423566928,0,1,1
"2565","K14776",0.999999999999999,0.997428657780725,0,1,1
"2577","K14790",0.999999999999999,0.996898189871656,0,1,1
"2596","K14822",0.999999999999999,0.995918638004073,0,1,1
"2711","K15235",0.999999999999999,0.995048450747712,0,1,1
"2801","K15732",0.999999999999999,0.997283840513771,0,1,1
"2819","K16197",0.999999999999999,0.985941131309644,0,3,1
"2881","K16575",0.999999999999999,0.99681978584464,0,1,1
"2928","K16762",0.999999999999999,0.996496015548969,0,1,1
"2987","K17278",0.999999999999999,0.991576906493798,0,2,1
"3103","K17768",0.999999999999999,0.997202673629662,0,1,1
"3338","K19501",0.999999999999999,0.994889774504639,0,2,1
"3407","K19911",0.999999999999999,0.996300975912625,0,1,1
"3459","K20162",0.999999999999999,0.997484426123615,0,1,1
"3518","K20359",0.999999999999999,0.995184904799665,0,1,1
"3549","K20655",0.999999999999999,0.996070770575644,0,1,1
"3553","K20689",0.999999999999999,0.994958797992533,0,2,1
"3573","K20825",0.999999999999999,0.996883873278097,0,1,1
"3576","K20828",0.999999999999999,0.993389753244433,0,2,1
"3593","K21278",0.999999999999999,0.99582928597442,0,1,1
"3605","K21436",0.999999999999999,0.997287188653376,0,1,1
"3701","K22538",0.999999999999999,0.996242092418188,0,1,1
"3919","K24048",0.999999999999999,0.997426975386288,0,1,1
"4053","K24814",0.999999999999999,0.997440610638293,0,1,1
"4069","K24909",0.999999999999999,0.997479157416797,0,1,1
"11","K00031",0.999999999999999,0.994625398104972,0,2,1
"21","K00121",0.999999999999999,0.997463756390046,0,1,1
"24","K00139",0.999999999999999,0.997243271172752,0,1,1
"31","K00232",0.999999999999999,0.986208791208186,0,5,1
"55","K00357",0.999999999999999,0.996817303882009,0,1,1
"86","K00573",0.999999999999999,0.995580420219053,0,1,1
"120","K00744",0.999999999999999,0.997429706384138,0,1,1
"154","K00911",0.999999999999999,0.997427929246237,0,1,1
"186","K01077",0.999999999999999,0.997433289987105,0,1,1
"187","K01079",0.999999999999999,0.995679313366263,0,1,1
"211","K01197",0.999999999999999,0.996947780649991,0,1,1
"246","K01349",0.999999999999999,0.997315469026949,0,1,1
"347","K01904",0.999999999999999,0.994136948177361,0,2,1
"383","K02154",0.999999999999999,0.997410394283685,0,1,1
"401","K02263",0.999999999999999,0.995488863501846,0,1,1
"500","K02895",0.999999999999999,0.996221274955839,0,1,1
"535","K02948",0.999999999999999,0.996023370645843,0,1,1
"580","K03014",0.999999999999999,0.995772133613432,0,1,1
"611","K03106",0.999999999999999,0.99726138499799,0,1,1
"707","K03635",0.999999999999999,0.997130033424699,0,1,1
"741","K03941",0.999999999999999,0.996098145417311,0,1,1
"773","K04349",0.999999999999999,0.997439987780317,0,1,1
"860","K04632",0.999999999999999,0.997428354115863,0,1,1
"911","K04987",0.999999999999999,0.997832138744738,0,1,1
"957","K05619",0.999999999999999,0.994850421685315,0,2,1
"983","K05719",0.999999999999999,0.99743612549426,0,1,1
"988","K05728",0.999999999999999,0.997188841357016,0,1,1
"1022","K05948",0.999999999999999,0.997156900157661,0,1,1
"1029","K06051",0.999999999999999,0.997426770256168,0,1,1
"1032","K06058",0.999999999999999,0.996817303882009,0,1,1
"1100","K06625",0.999999999999999,0.994268997631238,0,1,1
"1139","K06855",0.999999999999999,0.995881865742318,0,1,1
"1145","K06972",0.999999999999999,0.997428211840707,0,1,1
"1180","K07380",0.999999999999999,0.9974222491675,0,1,1
"1227","K07917",0.999999999999999,0.995517426486813,0,1,1
"1289","K08462",0.999999999999999,0.997432208133839,0,1,1
"1303","K08513",0.999999999999999,0.996822482945527,0,1,1
"1305","K08517",0.999999999999999,0.996231512675701,0,1,1
"1315","K08601",0.999999999999999,0.989693119126499,0,4,1
"1425","K09199",0.999999999999999,0.995001662603945,0,1,1
"1433","K09223",0.999999999999999,0.996030230106135,0,1,1
"1461","K09355",0.999999999999999,0.997220416196809,0,1,1
"1485","K09455",0.999999999999999,0.99729706756882,0,1,1
"1499","K09499",0.999999999999999,0.997139257389124,0,1,1
"1514","K09523",0.999999999999999,0.997335977251097,0,1,1
"1576","K10082",0.999999999999999,0.996890971656161,0,1,1
"1665","K10442",0.999999999999999,0.990744987907356,0,2,1
"1687","K10586",0.999999999999999,0.997585719822552,0,1,1
"1718","K10656",0.999999999999999,0.9889519277037,0,3,1
"1838","K11269",0.999999999999999,0.997434832102133,0,1,1
"1841","K11276",0.999999999999999,0.997146204807436,0,1,1
"1869","K11363",0.999999999999999,0.997260673139367,0,1,1
"1920","K11544",0.999999999999999,0.997149687506002,0,1,1
"1971","K11802",0.999999999999999,0.99521934602428,0,1,1
"1975","K11826",0.999999999999999,0.997105937571347,0,1,1
"1996","K11857",0.999999999999999,0.997467415380332,0,1,1
"2045","K12182",0.999999999999999,0.997402745817468,0,1,1
"2080","K12366",0.999999999999999,0.997429202678156,0,1,1
"2104","K12478",0.999999999999999,0.997447640846823,0,1,1
"2105","K12480",0.999999999999999,0.997387822248763,0,1,1
"2117","K12495",0.999999999999999,0.997428211840707,0,1,1
"2122","K12571",0.999999999999999,0.997431783117843,0,1,1
"2123","K12572",0.999999999999999,0.997367275170811,0,1,1
"2164","K12737",0.999999999999999,0.997335977251097,0,1,1
"2183","K12824",0.999999999999999,0.997424913759561,0,1,1
"2188","K12829",0.999999999999999,0.997400037451668,0,1,1
"2191","K12835",0.999999999999999,0.997428480378291,0,1,1
"2233","K12946",0.999999999999999,0.99554996662858,0,1,1
"2238","K13026",0.999999999999999,0.997430630804563,0,1,1
"2258","K13106",0.999999999999999,0.996403743114527,0,1,1
"2290","K13152",0.999999999999999,0.995768795004254,0,1,1
"2309","K13176",0.999999999999999,0.996365939041692,0,1,1
"2361","K13523",0.999999999999999,0.997389327539462,0,1,1
"2405","K13982",0.999999999999999,0.997424913759561,0,1,1
"2462","K14354",0.999999999999999,0.991309238168274,0,3,1
"2564","K14774",0.999999999999999,0.997436311804587,0,1,1
"2573","K14786",0.999999999999999,0.997239726611767,0,1,1
"2773","K15615",0.999999999999999,0.995001662603945,0,1,1
"2774","K15616",0.999999999999999,0.997378144968931,0,1,1
"2777","K15622",0.999999999999999,0.996953821559523,0,1,1
"2918","K16749",0.999999999999999,0.997132674719593,0,1,1
"2959","K16938",0.999999999999999,0.996874834544863,0,1,1
"3091","K17659",0.999999999999999,0.997437067153083,0,1,1
"3204","K18398",0.999999999999999,0.995096909065176,0,1,1
"3246","K18619",0.999999999999999,0.997415816009563,0,1,1
"3263","K18709",0.999999999999999,0.996951997252718,0,1,1
"3312","K19348",0.999999999999999,0.996563937295471,0,1,1
"3377","K19720",0.999999999999999,0.99742827260969,0,1,1
"3449","K20120",0.999999999999999,0.997321472815811,0,1,1
"3457","K20133",0.999999999999999,0.997383829413088,0,1,1
"3460","K20163",0.999999999999999,0.99743612549426,0,1,1
"3461","K20164",0.999999999999999,0.997469098453442,0,1,1
"3468","K20179",0.999999999999999,0.9971166722642,0,1,1
"3471","K20183",0.999999999999999,0.997436020465029,0,1,1
"3531","K20465",0.999999999999999,0.994856376344109,0,2,1
"3540","K20631",0.999999999999999,0.997431421428791,0,1,1
"3631","K21863",0.999999999999999,0.996784655190623,0,1,1
"3649","K21991",0.999999999999999,0.997431115905718,0,1,1
"3699","K22531",0.999999999999999,0.997389327539462,0,1,1
"3728","K22817",0.999999999999999,0.996296140115316,0,1,1
"3732","K22858",0.999999999999999,0.997497263868365,0,1,1
"3755","K23049",0.999999999999999,0.994954577568983,0,1,1
"3803","K23424",0.999999999999999,0.994462203450705,0,2,1
"3809","K23488",0.999999999999999,0.99742953979593,0,1,1
