GO_id,term,GOSlim_bin,aspect
GO:0001836,,death,P
GO:0001837,,developmental processes,P
GO:0001837,,cell organization and biogenesis,P
GO:0001838,,developmental processes,P
GO:0001839,,developmental processes,P
GO:0001840,,developmental processes,P
GO:0001841,,developmental processes,P
GO:0001842,,developmental processes,P
GO:0001843,,developmental processes,P
GO:0001844,,signal transduction,P
GO:0001844,,transport,P
GO:0001844,,cell organization and biogenesis,P
GO:0001844,,death,P
GO:0001845,,transport,P
GO:0001845,,cell organization and biogenesis,P
GO:0001846,,other molecular function,F
GO:0001847,,signal transduction activity,F
GO:0001848,,other molecular function,F
GO:0001849,,other molecular function,F
GO:0001850,,other molecular function,F
GO:0001851,,other molecular function,F
GO:0001852,,other molecular function,F
GO:0001853,,other molecular function,F
GO:0001854,,other molecular function,F
GO:0001855,,other molecular function,F
GO:0001856,,other molecular function,F
GO:0001857,,signal transduction activity,F
GO:0001858,,signal transduction activity,F
GO:0001859,,signal transduction activity,F
GO:0001860,,signal transduction activity,F
GO:0001861,,signal transduction activity,F
GO:0001862,,other molecular function,F
GO:0001863,,signal transduction activity,F
GO:0001864,,other molecular function,F
GO:0001865,,developmental processes,P
GO:0001866,,cell cycle and proliferation,P
GO:0001867,,stress response,P
GO:0001867,,protein metabolism,P
GO:0001868,,stress response,P
GO:0001868,,protein metabolism,P
GO:0001869,,stress response,P
GO:0001869,,protein metabolism,P
GO:0001870,,stress response,P
GO:0001870,,protein metabolism,P
GO:0001871,,other molecular function,F
GO:0001872,,other molecular function,F
GO:0001873,,other molecular function,F
GO:0001874,,other molecular function,F
GO:0001875,,other molecular function,F
GO:0001876,,other molecular function,F
GO:0001877,,other molecular function,F
GO:0001878,,other biological processes,P
GO:0001879,,other biological processes,P
GO:0001880,,developmental processes,P
GO:0001881,,other metabolic processes,P
GO:0001882,,other molecular function,F
GO:0001883,,other molecular function,F
GO:0001884,,other molecular function,F
GO:0001885,,other biological processes,P
GO:0001886,,cell organization and biogenesis,P
GO:0001887,,other metabolic processes,P
GO:0001888,,other molecular function,F
GO:0001889,,developmental processes,P
GO:0001890,,developmental processes,P
GO:0001891,,plasma membrane,C
GO:0001891,,other membranes,C
GO:0001892,,developmental processes,P
GO:0001893,,developmental processes,P
GO:0001894,,other biological processes,P
GO:0001895,,other biological processes,P
GO:0001896,,death,P
GO:0001897,,other biological processes,P
GO:0001898,,other biological processes,P
GO:0001899,,other biological processes,P
GO:0001900,,other biological processes,P
GO:0001905,,protein metabolism,P
GO:0001906,,other biological processes,P
GO:0001907,,other biological processes,P
GO:0001909,,other biological processes,P
GO:0001910,,other biological processes,P
GO:0001911,,other biological processes,P
GO:0001912,,other biological processes,P
GO:0001913,,death,P
GO:0001914,,death,P
GO:0001915,,death,P
GO:0001916,,death,P
GO:0001917,,other cellular component,C
GO:0001918,,other molecular function,F
GO:0001919,,other metabolic processes,P
GO:0001920,,other metabolic processes,P
GO:0001921,,other metabolic processes,P
GO:0001922,,other biological processes,P
GO:0001923,,developmental processes,P
GO:0001924,,developmental processes,P
GO:0001925,,developmental processes,P
GO:0001926,,developmental processes,P
GO:0001927,,transport,P
GO:0001927,,cell organization and biogenesis,P
GO:0001928,,transport,P
GO:0001928,,cell organization and biogenesis,P
GO:0001929,,transport,P
GO:0001929,,cell organization and biogenesis,P
GO:0001930,,transport,P
GO:0001930,,cell organization and biogenesis,P
GO:0001931,,other cellular component,C
GO:0001932,,protein metabolism,P
GO:0001933,,protein metabolism,P
GO:0001934,,protein metabolism,P
GO:0001935,,cell cycle and proliferation,P
GO:0001936,,cell cycle and proliferation,P
GO:0001937,,cell cycle and proliferation,P
GO:0001938,,cell cycle and proliferation,P
GO:0001939,,nucleus,C
GO:0001940,,nucleus,C
GO:0001941,,cell organization and biogenesis,P
GO:0001942,,developmental processes,P
GO:0001944,,developmental processes,P
GO:0001945,,developmental processes,P
GO:0001946,,developmental processes,P
GO:0001947,,developmental processes,P
GO:0001948,,other molecular function,F
GO:0001949,,developmental processes,P
GO:0001951,,transport,P
GO:0001952,,cell adhesion,P
GO:0001953,,cell adhesion,P
GO:0001954,,cell adhesion,P
GO:0001955,,developmental processes,P
GO:0001956,,transport,P
GO:0001956,,cell-cell signaling,P
GO:0001957,,other biological processes,P
GO:0001958,,developmental processes,P
GO:0001959,,signal transduction,P
GO:0001960,,signal transduction,P
GO:0001961,,signal transduction,P
GO:0001962,,other molecular function,F
GO:0001963,,cell-cell signaling,P
GO:0001964,,other biological processes,P
GO:0001965,,other molecular function,F
GO:0001966,,other biological processes,P
GO:0001967,,other biological processes,P
GO:0001968,,other molecular function,F
GO:0001969,,stress response,P
GO:0001969,,protein metabolism,P
GO:0001970,,stress response,P
GO:0001970,,protein metabolism,P
GO:0001971,,stress response,P
GO:0001971,,protein metabolism,P
GO:0001972,,other molecular function,F
GO:0001973,,signal transduction,P
GO:0001974,,other biological processes,P
GO:0001975,,other biological processes,P
GO:0001976,,other biological processes,P
GO:0001977,,other biological processes,P
GO:0001978,,other biological processes,P
GO:0001979,,other biological processes,P
GO:0001980,,other biological processes,P
GO:0001981,,other biological processes,P
GO:0001982,,other biological processes,P
GO:0001983,,other biological processes,P
GO:0001984,,other biological processes,P
GO:0001985,,other biological processes,P
GO:0001986,,other biological processes,P
GO:0001987,,other biological processes,P
GO:0001988,,other biological processes,P
GO:0001989,,other biological processes,P
GO:0001990,,other biological processes,P
GO:0001991,,other biological processes,P
GO:0001992,,other biological processes,P
GO:0001993,,other biological processes,P
GO:0001994,,other biological processes,P
GO:0001995,,other metabolic processes,P
GO:0001996,,other biological processes,P
GO:0001997,,other biological processes,P
GO:0001998,,other biological processes,P
GO:0001999,,other biological processes,P
GO:0002000,,other biological processes,P
GO:0002001,,transport,P
GO:0002002,,protein metabolism,P
GO:0002003,,protein metabolism,P
GO:0002004,,transport,P
GO:0002004,,cell-cell signaling,P
GO:0002005,,protein metabolism,P
GO:0002006,,other biological processes,P
GO:0002007,,signal transduction,P
GO:0002008,,other biological processes,P
GO:0002009,,other biological processes,P
GO:0002010,,other biological processes,P
GO:0002011,,other biological processes,P
GO:0002012,,other biological processes,P
GO:0002013,,other biological processes,P
GO:0002014,,other biological processes,P
GO:0002015,,other biological processes,P
GO:0002016,,other biological processes,P
GO:0002017,,other biological processes,P
GO:0002018,,other biological processes,P
GO:0002019,,other biological processes,P
GO:0002020,,other molecular function,F
GO:0002021,,other biological processes,P
GO:0002022,,other biological processes,P
GO:0002023,,other biological processes,P
GO:0002024,,other metabolic processes,P
GO:0002025,,other biological processes,P
GO:0002026,,other biological processes,P
GO:0002027,,other biological processes,P
GO:0002028,,transport,P
GO:0002029,,signal transduction,P
GO:0002030,,signal transduction,P
GO:0002030,,protein metabolism,P
GO:0002031,,signal transduction,P
GO:0002031,,transport,P
GO:0002031,,other metabolic processes,P
GO:0002032,,signal transduction,P
GO:0002033,,other biological processes,P
GO:0002034,,other biological processes,P
GO:0002035,,other biological processes,P
GO:0002036,,transport,P
GO:0002037,,transport,P
GO:0002038,,transport,P
GO:0002039,,other molecular function,F
GO:0002040,,developmental processes,P
GO:0002041,,developmental processes,P
GO:0002042,,developmental processes,P
GO:0002043,,cell cycle and proliferation,P
GO:0002043,,developmental processes,P
GO:0002044,,developmental processes,P
GO:0002045,,developmental processes,P
GO:0002045,,cell adhesion,P
GO:0002046,,other molecular function,F
GO:0002047,,other metabolic processes,P
GO:0002048,,other metabolic processes,P
GO:0002049,,other metabolic processes,P
GO:0002050,,other metabolic processes,P
GO:0002051,,other biological processes,P
GO:0002052,,cell cycle and proliferation,P
GO:0002052,,developmental processes,P
GO:0002053,,cell cycle and proliferation,P
GO:0002054,,other molecular function,F
GO:0002055,,other molecular function,F
GO:0002056,,other molecular function,F
GO:0002057,,other molecular function,F
GO:0002058,,other molecular function,F
GO:0002059,,other molecular function,F
GO:0002060,,other molecular function,F
GO:0002061,,other molecular function,F
GO:0002062,,developmental processes,P
GO:0002063,,developmental processes,P
GO:0002064,,other biological processes,P
GO:0002065,,other biological processes,P
GO:0002066,,other biological processes,P
GO:0002067,,other biological processes,P
GO:0002068,,other biological processes,P
GO:0002069,,other biological processes,P
GO:0002070,,other biological processes,P
GO:0002071,,other biological processes,P
GO:0002072,,developmental processes,P
GO:0002074,,developmental processes,P
GO:0002075,,developmental processes,P
GO:0002076,,other biological processes,P
GO:0002077,,transport,P
GO:0002077,,protein metabolism,P
GO:0002078,,transport,P
GO:0002078,,cell organization and biogenesis,P
GO:0002079,,other membranes,C
GO:0002080,,other membranes,C
GO:0002081,,other membranes,C
GO:0002082,,other metabolic processes,P
GO:0002083,,other molecular function,F
GO:0002084,,protein metabolism,P
GO:0002085,,developmental processes,P
GO:0002086,,other biological processes,P
GO:0002087,,other biological processes,P
GO:0002088,,developmental processes,P
GO:0002089,,developmental processes,P
GO:0002090,,transport,P
GO:0002090,,other metabolic processes,P
GO:0002090,,cell organization and biogenesis,P
GO:0002091,,transport,P
GO:0002091,,other metabolic processes,P
GO:0002091,,cell organization and biogenesis,P
GO:0002092,,transport,P
GO:0002092,,other metabolic processes,P
GO:0002092,,cell organization and biogenesis,P
GO:0002093,,developmental processes,P
GO:0002093,,cell organization and biogenesis,P
GO:0002094,,other molecular function,F
GO:0002095,,plasma membrane,C
GO:0002095,,other membranes,C
GO:0002096,,other cellular component,C
GO:0002097,,RNA metabolism,P
GO:0002098,,RNA metabolism,P
GO:0002099,,RNA metabolism,P
GO:0002100,,RNA metabolism,P
GO:0002101,,RNA metabolism,P
GO:0002102,,cytoskeleton,C
GO:0002103,,RNA metabolism,P
GO:0002104,,RNA metabolism,P
GO:0002105,,RNA metabolism,P
GO:0002106,,RNA metabolism,P
GO:0002107,,RNA metabolism,P
GO:0002108,,RNA metabolism,P
GO:0002109,,RNA metabolism,P
GO:0002110,,RNA metabolism,P
GO:0002111,,nucleus,C
GO:0002112,,signal transduction activity,F
GO:0002113,,other molecular function,F
GO:0002114,,signal transduction activity,F
GO:0002115,,transport,P
GO:0002116,,other cellular component,C
GO:0002117,,developmental processes,P
GO:0002118,,other biological processes,P
GO:0002119,,developmental processes,P
GO:0002120,,other biological processes,P
GO:0002121,,other biological processes,P
GO:0002122,,other biological processes,P
GO:0002123,,other biological processes,P
GO:0002124,,other biological processes,P
GO:0002125,,other biological processes,P
GO:0002126,,other biological processes,P
GO:0002127,,RNA metabolism,P
GO:0002128,,RNA metabolism,P
GO:0002129,,RNA metabolism,P
GO:0002130,,RNA metabolism,P
GO:0002131,,RNA metabolism,P
GO:0002132,,RNA metabolism,P
GO:0002133,,other cellular component,C
GO:0002134,,other molecular function,F
GO:0002135,,other molecular function,F
GO:0002136,,RNA metabolism,P
GO:0002137,,nucleus,C
GO:0002138,,other metabolic processes,P
GO:0002139,,other cellular component,C
GO:0002140,,other cellular component,C
GO:0002141,,other cellular component,C
GO:0002142,,other cellular component,C
GO:0002143,,RNA metabolism,P
GO:0002144,,cytosol,C
GO:0002145,,other molecular function,F
GO:0002146,,transport,P
GO:0002147,,signal transduction,P
GO:0002147,,transport,P
GO:0002148,,other metabolic processes,P
GO:0002149,,other metabolic processes,P
GO:0002150,,other metabolic processes,P
GO:0002151,,nucleic acid binding activity,F
GO:0002152,,other metabolic processes,P
GO:0002153,,nucleic acid binding activity,F
GO:0002154,,signal transduction,P
GO:0002155,,signal transduction,P
GO:0002156,,signal transduction,P
GO:0002157,,signal transduction,P
GO:0002158,,cell cycle and proliferation,P
GO:0002159,,cell organization and biogenesis,P
GO:0002160,,cell organization and biogenesis,P
GO:0002161,,other molecular function,F
GO:0002162,,other molecular function,F
GO:0002164,,developmental processes,P
GO:0002165,,developmental processes,P
GO:0002167,,other cellular component,C
GO:0002168,,developmental processes,P
GO:0002169,,mitochondrion,C
GO:0002170,,signal transduction activity,F
GO:0002171,,signal transduction activity,F
GO:0002172,,signal transduction activity,F
GO:0002173,,signal transduction activity,F
GO:0002174,,cell cycle and proliferation,P
GO:0002174,,developmental processes,P
GO:0002175,,other biological processes,P
GO:0002176,,cell cycle and proliferation,P
GO:0002177,,cytoskeleton,C
GO:0002178,,other cellular component,C
GO:0002179,,other cellular component,C
GO:0002180,,nucleus,C
GO:0002180,,other membranes,C
GO:0002181,,protein metabolism,P
GO:0002182,,protein metabolism,P
GO:0002183,,protein metabolism,P
GO:0002184,,protein metabolism,P
GO:0002184,,cell organization and biogenesis,P
GO:0002185,,other cellular component,C
GO:0002186,,cytosol,C
GO:0002187,,mitochondrion,C
GO:0002188,,protein metabolism,P
GO:0002189,,other cellular component,C
GO:0002190,,protein metabolism,P
GO:0002191,,protein metabolism,P
GO:0002192,,protein metabolism,P
GO:0002193,,other cellular component,C
GO:0002194,,other biological processes,P
GO:0002195,,RNA metabolism,P
GO:0002196,,other molecular function,F
GO:0002197,,other cellular component,C
GO:0002198,,cell cycle and proliferation,P
GO:0002199,,other cellular component,C
GO:0002200,,developmental processes,P
GO:0002201,,developmental processes,P
GO:0002202,,developmental processes,P
GO:0002203,,protein metabolism,P
GO:0002204,,developmental processes,P
GO:0002204,,DNA metabolism,P
GO:0002205,,developmental processes,P
GO:0002206,,developmental processes,P
GO:0002206,,DNA metabolism,P
GO:0002207,,developmental processes,P
GO:0002207,,DNA metabolism,P
GO:0002208,,developmental processes,P
GO:0002209,,stress response,P
GO:0002210,,stress response,P
GO:0002211,,stress response,P
GO:0002212,,stress response,P
GO:0002213,,stress response,P
GO:0002215,,stress response,P
GO:0002218,,stress response,P
GO:0002220,,signal transduction,P
GO:0002220,,stress response,P
GO:0002221,,signal transduction,P
GO:0002221,,stress response,P
GO:0002222,,signal transduction,P
GO:0002222,,stress response,P
GO:0002223,,signal transduction,P
GO:0002223,,stress response,P
GO:0002224,,signal transduction,P
GO:0002224,,stress response,P
GO:0002225,,other biological processes,P
GO:0002227,,stress response,P
GO:0002228,,stress response,P
GO:0002229,,stress response,P
GO:0002230,,stress response,P
GO:0002231,,other biological processes,P
GO:0002232,,stress response,P
GO:0002233,,other biological processes,P
GO:0002234,,signal transduction,P
GO:0002234,,stress response,P
GO:0002235,,stress response,P
GO:0002236,,stress response,P
GO:0002237,,other biological processes,P
GO:0002238,,other biological processes,P
GO:0002239,,other biological processes,P
GO:0002240,,other biological processes,P
GO:0002241,,other biological processes,P
GO:0002242,,stress response,P
GO:0002243,,other biological processes,P
GO:0002244,,developmental processes,P
GO:0002246,,stress response,P
GO:0002247,,stress response,P
GO:0002248,,stress response,P
GO:0002249,,developmental processes,P
GO:0002250,,other biological processes,P
GO:0002251,,other biological processes,P
GO:0002252,,other biological processes,P
GO:0002253,,other biological processes,P
GO:0002254,,stress response,P
GO:0002254,,protein metabolism,P
GO:0002255,,stress response,P
GO:0002255,,protein metabolism,P
GO:0002256,,stress response,P
GO:0002256,,protein metabolism,P
GO:0002257,,stress response,P
GO:0002257,,protein metabolism,P
GO:0002258,,stress response,P
GO:0002258,,protein metabolism,P
GO:0002259,,other biological processes,P
GO:0002260,,other biological processes,P
GO:0002261,,other biological processes,P
GO:0002262,,other biological processes,P
GO:0002263,,other biological processes,P
GO:0002264,,other biological processes,P
GO:0002265,,developmental processes,P
GO:0002266,,other biological processes,P
GO:0002267,,other biological processes,P
GO:0002268,,other biological processes,P
GO:0002269,,stress response,P
GO:0002270,,other biological processes,P
GO:0002271,,other biological processes,P
GO:0002272,,developmental processes,P
GO:0002273,,developmental processes,P
GO:0002274,,other biological processes,P
GO:0002275,,other biological processes,P
GO:0002276,,other biological processes,P
GO:0002277,,other biological processes,P
GO:0002278,,other biological processes,P
GO:0002279,,other biological processes,P
GO:0002280,,other biological processes,P
GO:0002281,,other biological processes,P
GO:0002282,,other biological processes,P
GO:0002283,,other biological processes,P
GO:0002284,,developmental processes,P
GO:0002285,,other biological processes,P
GO:0002286,,other biological processes,P
GO:0002287,,other biological processes,P
GO:0002288,,other biological processes,P
GO:0002289,,cell cycle and proliferation,P
GO:0002290,,other biological processes,P
GO:0002291,,other biological processes,P
GO:0002292,,developmental processes,P
GO:0002293,,developmental processes,P
GO:0002294,,developmental processes,P
GO:0002295,,developmental processes,P
GO:0002296,,developmental processes,P
GO:0002297,,developmental processes,P
GO:0002298,,developmental processes,P
GO:0002299,,developmental processes,P
GO:0002300,,developmental processes,P
GO:0002301,,developmental processes,P
GO:0002302,,developmental processes,P
GO:0002303,,developmental processes,P
GO:0002304,,developmental processes,P
GO:0002305,,developmental processes,P
GO:0002306,,developmental processes,P
GO:0002307,,developmental processes,P
GO:0002308,,developmental processes,P
GO:0002309,,cell cycle and proliferation,P
GO:0002310,,cell cycle and proliferation,P
GO:0002311,,cell cycle and proliferation,P
GO:0002312,,other biological processes,P
GO:0002313,,developmental processes,P
GO:0002314,,developmental processes,P
GO:0002315,,developmental processes,P
GO:0002316,,developmental processes,P
GO:0002317,,developmental processes,P
GO:0002318,,developmental processes,P
GO:0002319,,developmental processes,P
GO:0002320,,developmental processes,P
GO:0002321,,developmental processes,P
GO:0002322,,cell cycle and proliferation,P
GO:0002323,,other biological processes,P
GO:0002324,,cell cycle and proliferation,P
GO:0002325,,developmental processes,P
GO:0002326,,developmental processes,P
GO:0002327,,developmental processes,P
GO:0002328,,developmental processes,P
GO:0002329,,developmental processes,P
GO:0002330,,developmental processes,P
GO:0002331,,developmental processes,P
GO:0002332,,developmental processes,P
GO:0002333,,developmental processes,P
GO:0002334,,developmental processes,P
GO:0002335,,developmental processes,P
GO:0002336,,developmental processes,P
GO:0002337,,developmental processes,P
GO:0002338,,developmental processes,P
GO:0002339,,developmental processes,P
GO:0002340,,developmental processes,P
GO:0002341,,developmental processes,P
GO:0002342,,developmental processes,P
GO:0002342,,death,P
GO:0002343,,developmental processes,P
GO:0002344,,developmental processes,P
GO:0002345,,developmental processes,P
GO:0002345,,DNA metabolism,P
GO:0002346,,developmental processes,P
GO:0002347,,other biological processes,P
GO:0002348,,developmental processes,P
GO:0002349,,stress response,P
GO:0002350,,developmental processes,P
GO:0002351,,stress response,P
GO:0002352,,developmental processes,P
GO:0002353,,stress response,P
GO:0002353,,protein metabolism,P
GO:0002354,,developmental processes,P
GO:0002355,,other biological processes,P
GO:0002356,,developmental processes,P
GO:0002357,,stress response,P
GO:0002358,,cell cycle and proliferation,P
GO:0002359,,cell cycle and proliferation,P
GO:0002360,,developmental processes,P
GO:0002361,,developmental processes,P
GO:0002362,,developmental processes,P
GO:0002363,,developmental processes,P
GO:0002364,,developmental processes,P
GO:0002365,,developmental processes,P
GO:0002366,,other biological processes,P
GO:0002367,,other biological processes,P
GO:0002368,,other biological processes,P
GO:0002369,,other biological processes,P
GO:0002370,,stress response,P
GO:0002371,,other biological processes,P
GO:0002372,,other biological processes,P
GO:0002373,,other biological processes,P
GO:0002374,,transport,P
GO:0002375,,protein metabolism,P
GO:0002376,,other biological processes,P
GO:0002377,,other biological processes,P
GO:0002378,,other metabolic processes,P
GO:0002379,,other metabolic processes,P
GO:0002380,,transport,P
GO:0002381,,other biological processes,P
GO:0002382,,stress response,P
GO:0002382,,protein metabolism,P
GO:0002383,,other biological processes,P
GO:0002384,,other biological processes,P
GO:0002385,,other biological processes,P
GO:0002386,,other biological processes,P
GO:0002387,,other biological processes,P
GO:0002388,,other biological processes,P
GO:0002389,,developmental processes,P
GO:0002390,,other biological processes,P
GO:0002391,,stress response,P
GO:0002392,,transport,P
GO:0002393,,stress response,P
GO:0002394,,developmental processes,P
GO:0002395,,other biological processes,P
GO:0002396,,cell organization and biogenesis,P
GO:0002397,,cell organization and biogenesis,P
GO:0002398,,cell organization and biogenesis,P
GO:0002399,,cell organization and biogenesis,P
GO:0002400,,developmental processes,P
GO:0002401,,developmental processes,P
GO:0002402,,developmental processes,P
GO:0002403,,developmental processes,P
GO:0002404,,other biological processes,P
GO:0002405,,other biological processes,P
GO:0002406,,other biological processes,P
GO:0002407,,other biological processes,P
GO:0002408,,other biological processes,P
GO:0002409,,other biological processes,P
GO:0002410,,other biological processes,P
GO:0002411,,developmental processes,P
GO:0002412,,transport,P
GO:0002413,,developmental processes,P
GO:0002414,,transport,P
GO:0002415,,transport,P
GO:0002416,,transport,P
GO:0002417,,other biological processes,P
GO:0002418,,other biological processes,P
GO:0002419,,death,P
GO:0002420,,stress response,P
GO:0002420,,death,P
GO:0002421,,other biological processes,P
GO:0002422,,other biological processes,P
GO:0002423,,stress response,P
GO:0002424,,other biological processes,P
GO:0002425,,developmental processes,P
GO:0002426,,other biological processes,P
GO:0002427,,developmental processes,P
GO:0002428,,other biological processes,P
GO:0002429,,signal transduction,P
GO:0002430,,signal transduction,P
GO:0002431,,signal transduction,P
GO:0002432,,stress response,P
GO:0002433,,transport,P
GO:0002434,,other biological processes,P
GO:0002435,,other biological processes,P
GO:0002436,,other biological processes,P
GO:0002437,,stress response,P
GO:0002438,,stress response,P
GO:0002439,,stress response,P
GO:0002440,,other biological processes,P
GO:0002441,,transport,P
GO:0002441,,stress response,P
GO:0002441,,cell-cell signaling,P
GO:0002442,,transport,P
GO:0002442,,stress response,P
GO:0002442,,cell-cell signaling,P
GO:0002443,,other biological processes,P
GO:0002444,,other biological processes,P
GO:0002445,,stress response,P
GO:0002446,,other biological processes,P
GO:0002447,,other biological processes,P
GO:0002448,,other biological processes,P
GO:0002449,,other biological processes,P
GO:0002450,,other biological processes,P
GO:0002451,,developmental processes,P
GO:0002452,,developmental processes,P
GO:0002452,,DNA metabolism,P
GO:0002453,,developmental processes,P
GO:0002454,,developmental processes,P
GO:0002454,,death,P
GO:0002455,,other biological processes,P
GO:0002456,,other biological processes,P
GO:0002457,,other biological processes,P
GO:0002458,,developmental processes,P
GO:0002459,,other biological processes,P
GO:0002460,,other biological processes,P
GO:0002461,,developmental processes,P
GO:0002462,,developmental processes,P
GO:0002463,,developmental processes,P
GO:0002464,,developmental processes,P
GO:0002465,,developmental processes,P
GO:0002466,,developmental processes,P
GO:0002467,,other biological processes,P
GO:0002468,,other biological processes,P
GO:0002469,,other biological processes,P
GO:0002470,,other biological processes,P
GO:0002471,,other biological processes,P
GO:0002472,,other biological processes,P
GO:0002473,,other biological processes,P
GO:0002474,,other biological processes,P
GO:0002475,,other biological processes,P
GO:0002476,,other biological processes,P
GO:0002477,,other biological processes,P
GO:0002478,,other biological processes,P
GO:0002479,,other biological processes,P
GO:0002480,,other biological processes,P
GO:0002481,,other biological processes,P
GO:0002482,,other biological processes,P
GO:0002483,,other biological processes,P
GO:0002484,,other biological processes,P
GO:0002485,,other biological processes,P
GO:0002486,,other biological processes,P
GO:0002487,,other biological processes,P
GO:0002488,,other biological processes,P
GO:0002489,,other biological processes,P
GO:0002490,,other biological processes,P
GO:0002491,,other biological processes,P
GO:0002492,,cell organization and biogenesis,P
GO:0002493,,cell organization and biogenesis,P
GO:0002494,,transport,P
GO:0002495,,other biological processes,P
GO:0002496,,protein metabolism,P
GO:0002497,,protein metabolism,P
GO:0002498,,protein metabolism,P
GO:0002499,,protein metabolism,P
GO:0002500,,protein metabolism,P
GO:0002501,,cell organization and biogenesis,P
GO:0002502,,cell organization and biogenesis,P
GO:0002503,,cell organization and biogenesis,P
GO:0002504,,other biological processes,P
GO:0002505,,other biological processes,P
GO:0002506,,cell organization and biogenesis,P
GO:0002507,,developmental processes,P
GO:0002508,,developmental processes,P
GO:0002509,,developmental processes,P
GO:0002510,,developmental processes,P
GO:0002511,,developmental processes,P
GO:0002511,,DNA metabolism,P
GO:0002512,,developmental processes,P
GO:0002513,,developmental processes,P
GO:0002514,,developmental processes,P
GO:0002515,,developmental processes,P
GO:0002516,,developmental processes,P
GO:0002516,,death,P
GO:0002517,,developmental processes,P
GO:0002518,,other biological processes,P
GO:0002519,,developmental processes,P
GO:0002520,,developmental processes,P
GO:0002521,,developmental processes,P
GO:0002522,,other biological processes,P
GO:0002523,,stress response,P
GO:0002524,,stress response,P
GO:0002525,,stress response,P
GO:0002526,,stress response,P
GO:0002527,,stress response,P
GO:0002528,,stress response,P
GO:0002529,,stress response,P
GO:0002529,,protein metabolism,P
GO:0002530,,stress response,P
GO:0002531,,stress response,P
GO:0002532,,stress response,P
GO:0002533,,transport,P
GO:0002533,,stress response,P
GO:0002534,,stress response,P
GO:0002535,,transport,P
GO:0002535,,stress response,P
GO:0002536,,stress response,P
GO:0002536,,other metabolic processes,P
GO:0002537,,stress response,P
GO:0002538,,stress response,P
GO:0002539,,stress response,P
GO:0002540,,stress response,P
GO:0002541,,stress response,P
GO:0002541,,protein metabolism,P
GO:0002542,,stress response,P
GO:0002542,,protein metabolism,P
GO:0002543,,stress response,P
GO:0002544,,stress response,P
GO:0002545,,stress response,P
GO:0002546,,stress response,P
GO:0002546,,protein metabolism,P
GO:0002547,,stress response,P
GO:0002547,,protein metabolism,P
GO:0002548,,other biological processes,P
GO:0002549,,stress response,P
GO:0002549,,protein metabolism,P
GO:0002550,,stress response,P
GO:0002550,,protein metabolism,P
GO:0002551,,other biological processes,P
GO:0002552,,transport,P
GO:0002552,,stress response,P
GO:0002552,,cell-cell signaling,P
GO:0002553,,transport,P
GO:0002553,,stress response,P
GO:0002553,,cell-cell signaling,P
GO:0002554,,transport,P
GO:0002554,,stress response,P
GO:0002554,,cell-cell signaling,P
GO:0002555,,transport,P
GO:0002555,,stress response,P
GO:0002555,,cell-cell signaling,P
GO:0002556,,transport,P
GO:0002556,,stress response,P
GO:0002556,,cell-cell signaling,P
GO:0002557,,transport,P
GO:0002557,,stress response,P
GO:0002557,,cell-cell signaling,P
GO:0002558,,stress response,P
GO:0002559,,stress response,P
GO:0002560,,other biological processes,P
GO:0002561,,transport,P
GO:0002562,,developmental processes,P
GO:0002562,,DNA metabolism,P
GO:0002563,,developmental processes,P
GO:0002564,,developmental processes,P
GO:0002565,,developmental processes,P
GO:0002565,,DNA metabolism,P
GO:0002566,,developmental processes,P
GO:0002567,,developmental processes,P
GO:0002568,,developmental processes,P
GO:0002569,,developmental processes,P
GO:0002570,,developmental processes,P
GO:0002570,,DNA metabolism,P
GO:0002571,,developmental processes,P
GO:0002571,,DNA metabolism,P
GO:0002572,,developmental processes,P
GO:0002573,,developmental processes,P
GO:0002574,,developmental processes,P
GO:0002575,,other biological processes,P
GO:0002576,,transport,P
GO:0002577,,other biological processes,P
GO:0002578,,other biological processes,P
GO:0002579,,other biological processes,P
GO:0002580,,other biological processes,P
GO:0002581,,other biological processes,P
GO:0002582,,other biological processes,P
GO:0002583,,other biological processes,P
GO:0002584,,other biological processes,P
GO:0002585,,other biological processes,P
GO:0002586,,other biological processes,P
GO:0002587,,other biological processes,P
GO:0002588,,other biological processes,P
GO:0002589,,other biological processes,P
GO:0002590,,other biological processes,P
GO:0002591,,other biological processes,P
GO:0002592,,other biological processes,P
GO:0002593,,other biological processes,P
GO:0002594,,other biological processes,P
GO:0002595,,other biological processes,P
GO:0002596,,other biological processes,P
GO:0002597,,other biological processes,P
GO:0002598,,other biological processes,P
GO:0002599,,other biological processes,P
GO:0002600,,other biological processes,P
GO:0002601,,other biological processes,P
GO:0002602,,other biological processes,P
GO:0002603,,other biological processes,P
GO:0002604,,other biological processes,P
GO:0002605,,other biological processes,P
GO:0002606,,other biological processes,P
GO:0002607,,other biological processes,P
GO:0002608,,other biological processes,P
GO:0002609,,other biological processes,P
GO:0002610,,other biological processes,P
GO:0002611,,other biological processes,P
GO:0002612,,other biological processes,P
GO:0002613,,other biological processes,P
GO:0002614,,other biological processes,P
GO:0002615,,other biological processes,P
GO:0002616,,other biological processes,P
GO:0002617,,other biological processes,P
GO:0002618,,other biological processes,P
GO:0002619,,other biological processes,P
GO:0002620,,other biological processes,P
GO:0002621,,other biological processes,P
GO:0002622,,other biological processes,P
GO:0002623,,other biological processes,P
GO:0002624,,other biological processes,P
GO:0002625,,other biological processes,P
GO:0002626,,other biological processes,P
