GO_id,term,GOSlim_bin,aspect
GO:0072433,,cell cycle and proliferation,P
GO:0072433,,stress response,P
GO:0072434,,cell cycle and proliferation,P
GO:0072434,,signal transduction,P
GO:0072434,,stress response,P
GO:0072435,,cell cycle and proliferation,P
GO:0072435,,stress response,P
GO:0072436,,cell cycle and proliferation,P
GO:0072436,,stress response,P
GO:0072437,,cell cycle and proliferation,P
GO:0072437,,signal transduction,P
GO:0072438,,cell cycle and proliferation,P
GO:0072439,,cell cycle and proliferation,P
GO:0072439,,stress response,P
GO:0072440,,cell cycle and proliferation,P
GO:0072440,,signal transduction,P
GO:0072441,,cell cycle and proliferation,P
GO:0072442,,cell cycle and proliferation,P
GO:0072442,,stress response,P
GO:0072443,,cell cycle and proliferation,P
GO:0072443,,signal transduction,P
GO:0072444,,cell cycle and proliferation,P
GO:0072448,,cell cycle and proliferation,P
GO:0072449,,cell cycle and proliferation,P
GO:0072450,,cell cycle and proliferation,P
GO:0072450,,signal transduction,P
GO:0072451,,cell cycle and proliferation,P
GO:0072452,,cell cycle and proliferation,P
GO:0072453,,cell cycle and proliferation,P
GO:0072453,,signal transduction,P
GO:0072454,,cell cycle and proliferation,P
GO:0072455,,cell cycle and proliferation,P
GO:0072456,,cell cycle and proliferation,P
GO:0072456,,signal transduction,P
GO:0072457,,cell cycle and proliferation,P
GO:0072458,,cell cycle and proliferation,P
GO:0072459,,cell cycle and proliferation,P
GO:0072459,,signal transduction,P
GO:0072460,,cell cycle and proliferation,P
GO:0072461,,cell cycle and proliferation,P
GO:0072462,,cell cycle and proliferation,P
GO:0072462,,signal transduction,P
GO:0072463,,cell cycle and proliferation,P
GO:0072464,,cell cycle and proliferation,P
GO:0072465,,cell cycle and proliferation,P
GO:0072465,,signal transduction,P
GO:0072466,,cell cycle and proliferation,P
GO:0072467,,cell cycle and proliferation,P
GO:0072468,,cell cycle and proliferation,P
GO:0072468,,signal transduction,P
GO:0072469,,cell cycle and proliferation,P
GO:0072470,,cell cycle and proliferation,P
GO:0072471,,cell cycle and proliferation,P
GO:0072471,,signal transduction,P
GO:0072472,,cell cycle and proliferation,P
GO:0072473,,cell cycle and proliferation,P
GO:0072474,,cell cycle and proliferation,P
GO:0072474,,signal transduction,P
GO:0072475,,cell cycle and proliferation,P
GO:0072476,,cell cycle and proliferation,P
GO:0072477,,cell cycle and proliferation,P
GO:0072477,,signal transduction,P
GO:0072478,,cell cycle and proliferation,P
GO:0072478,,cell organization and biogenesis,P
GO:0072479,,cell cycle and proliferation,P
GO:0072479,,cell organization and biogenesis,P
GO:0072480,,cell cycle and proliferation,P
GO:0072480,,signal transduction,P
GO:0072480,,cell organization and biogenesis,P
GO:0072481,,cell cycle and proliferation,P
GO:0072482,,cell cycle and proliferation,P
GO:0072483,,cell cycle and proliferation,P
GO:0072483,,signal transduction,P
GO:0072484,,cell cycle and proliferation,P
GO:0072485,,cell cycle and proliferation,P
GO:0072486,,cell cycle and proliferation,P
GO:0072486,,signal transduction,P
GO:0072487,,nucleus,C
GO:0072488,,transport,P
GO:0072489,,transport,P
GO:0072490,,other metabolic processes,P
GO:0072491,,other metabolic processes,P
GO:0072492,,non-structural extracellular,C
GO:0072493,,non-structural extracellular,C
GO:0072494,,non-structural extracellular,C
GO:0072495,,non-structural extracellular,C
GO:0072496,,other molecular function,F
GO:0072497,,other biological processes,P
GO:0072498,,developmental processes,P
GO:0072499,,developmental processes,P
GO:0072499,,cell organization and biogenesis,P
GO:0072501,,other biological processes,P
GO:0072502,,other biological processes,P
GO:0072503,,other biological processes,P
GO:0072504,,other biological processes,P
GO:0072505,,other biological processes,P
GO:0072506,,other biological processes,P
GO:0072507,,other biological processes,P
GO:0072508,,other biological processes,P
GO:0072509,,transporter activity,F
GO:0072510,,transporter activity,F
GO:0072511,,transport,P
GO:0072512,,transport,P
GO:0072513,,cell cycle and proliferation,P
GO:0072513,,developmental processes,P
GO:0072514,,transport,P
GO:0072514,,stress response,P
GO:0072515,,transport,P
GO:0072515,,stress response,P
GO:0072516,,other cellular component,C
GO:0072517,,non-structural extracellular,C
GO:0072518,,kinase activity,F
GO:0072519,,other biological processes,P
GO:0072520,,developmental processes,P
GO:0072521,,other metabolic processes,P
GO:0072522,,other metabolic processes,P
GO:0072523,,other metabolic processes,P
GO:0072524,,other metabolic processes,P
GO:0072525,,other metabolic processes,P
GO:0072526,,other metabolic processes,P
GO:0072527,,other metabolic processes,P
GO:0072528,,other metabolic processes,P
GO:0072529,,other metabolic processes,P
GO:0072530,,transport,P
GO:0072531,,transport,P
GO:0072532,,other molecular function,F
GO:0072533,,other molecular function,F
GO:0072534,,other cellular component,C
GO:0072535,,other biological processes,P
GO:0072536,,plasma membrane,C
GO:0072536,,other membranes,C
GO:0072537,,other biological processes,P
GO:0072538,,other biological processes,P
GO:0072539,,developmental processes,P
GO:0072540,,developmental processes,P
GO:0072541,,other molecular function,F
GO:0072542,,enzyme regulator activity,F
GO:0072543,,enzyme regulator activity,F
GO:0072544,,other molecular function,F
GO:0072545,,other molecular function,F
GO:0072546,,ER/Golgi,C
GO:0072546,,other membranes,C
GO:0072547,,other molecular function,F
GO:0072548,,other molecular function,F
GO:0072549,,other molecular function,F
GO:0072550,,other molecular function,F
GO:0072551,,other molecular function,F
GO:0072552,,other molecular function,F
GO:0072553,,cell organization and biogenesis,P
GO:0072554,,developmental processes,P
GO:0072555,,other molecular function,F
GO:0072556,,non-structural extracellular,C
GO:0072557,,other cellular component,C
GO:0072558,,other cellular component,C
GO:0072559,,other cellular component,C
GO:0072560,,developmental processes,P
GO:0072561,,other molecular function,F
GO:0072562,,non-structural extracellular,C
GO:0072563,,non-structural extracellular,C
GO:0072564,,cell organization and biogenesis,P
GO:0072565,,cell organization and biogenesis,P
GO:0072566,,other biological processes,P
GO:0072567,,other biological processes,P
GO:0072570,,other molecular function,F
GO:0072571,,other molecular function,F
GO:0072572,,other molecular function,F
GO:0072573,,signal transduction,P
GO:0072573,,stress response,P
GO:0072573,,developmental processes,P
GO:0072574,,cell cycle and proliferation,P
GO:0072574,,developmental processes,P
GO:0072575,,cell cycle and proliferation,P
GO:0072575,,developmental processes,P
GO:0072576,,developmental processes,P
GO:0072577,,death,P
GO:0072578,,developmental processes,P
GO:0072578,,cell organization and biogenesis,P
GO:0072579,,developmental processes,P
GO:0072579,,cell organization and biogenesis,P
GO:0072580,,protein metabolism,P
GO:0072581,,protein metabolism,P
GO:0072582,,other molecular function,F
GO:0072583,,transport,P
GO:0072584,,transport,P
GO:0072585,,other molecular function,F
GO:0072586,,enzyme regulator activity,F
GO:0072587,,enzyme regulator activity,F
GO:0072588,,other cellular component,C
GO:0072589,,nucleus,C
GO:0072590,,other molecular function,F
GO:0072591,,other molecular function,F
GO:0072592,,other metabolic processes,P
GO:0072593,,other metabolic processes,P
GO:0072594,,other biological processes,P
GO:0072595,,other biological processes,P
GO:0072596,,other biological processes,P
GO:0072597,,other biological processes,P
GO:0072598,,other biological processes,P
GO:0072599,,other biological processes,P
GO:0072600,,other biological processes,P
GO:0072601,,transport,P
GO:0072602,,transport,P
GO:0072603,,transport,P
GO:0072604,,transport,P
GO:0072605,,transport,P
GO:0072606,,transport,P
GO:0072607,,transport,P
GO:0072608,,transport,P
GO:0072609,,transport,P
GO:0072610,,transport,P
GO:0072611,,transport,P
GO:0072612,,transport,P
GO:0072613,,transport,P
GO:0072614,,transport,P
GO:0072615,,transport,P
GO:0072616,,transport,P
GO:0072617,,transport,P
GO:0072618,,transport,P
GO:0072619,,transport,P
GO:0072620,,transport,P
GO:0072621,,transport,P
GO:0072622,,transport,P
GO:0072623,,transport,P
GO:0072624,,transport,P
GO:0072625,,transport,P
GO:0072626,,transport,P
GO:0072627,,other biological processes,P
GO:0072628,,transport,P
GO:0072629,,other biological processes,P
GO:0072630,,transport,P
GO:0072631,,other biological processes,P
GO:0072632,,transport,P
GO:0072633,,other biological processes,P
GO:0072634,,transport,P
GO:0072635,,other biological processes,P
GO:0072636,,transport,P
GO:0072637,,other biological processes,P
GO:0072638,,transport,P
GO:0072639,,other biological processes,P
GO:0072640,,transport,P
GO:0072641,,transport,P
GO:0072642,,transport,P
GO:0072643,,transport,P
GO:0072644,,transport,P
GO:0072645,,other biological processes,P
GO:0072646,,transport,P
GO:0072647,,other biological processes,P
GO:0072648,,transport,P
GO:0072649,,other biological processes,P
GO:0072650,,transport,P
GO:0072651,,other biological processes,P
GO:0072652,,transport,P
GO:0072653,,other biological processes,P
GO:0072654,,transport,P
GO:0072655,,other biological processes,P
GO:0072656,,other biological processes,P
GO:0072657,,cell organization and biogenesis,P
GO:0072658,,cell organization and biogenesis,P
GO:0072659,,cell organization and biogenesis,P
GO:0072660,,cell organization and biogenesis,P
GO:0072661,,transport,P
GO:0072661,,cell organization and biogenesis,P
GO:0072662,,cell organization and biogenesis,P
GO:0072663,,cell organization and biogenesis,P
GO:0072664,,cell organization and biogenesis,P
GO:0072665,,other biological processes,P
GO:0072666,,other biological processes,P
GO:0072667,,other biological processes,P
GO:0072668,,other biological processes,P
GO:0072669,,other cellular component,C
GO:0072670,,RNA metabolism,P
GO:0072670,,cell organization and biogenesis,P
GO:0072671,,protein metabolism,P
GO:0072672,,other biological processes,P
GO:0072673,,cell organization and biogenesis,P
GO:0072674,,developmental processes,P
GO:0072675,,developmental processes,P
GO:0072676,,other biological processes,P
GO:0072677,,other biological processes,P
GO:0072678,,other biological processes,P
GO:0072679,,other biological processes,P
GO:0072680,,other biological processes,P
GO:0072681,,other biological processes,P
GO:0072682,,other biological processes,P
GO:0072683,,other biological processes,P
GO:0072684,,RNA metabolism,P
GO:0072684,,cell organization and biogenesis,P
GO:0072685,,cell organization and biogenesis,P
GO:0072686,,cytoskeleton,C
GO:0072687,,cytoskeleton,C
GO:0072688,,other biological processes,P
GO:0072689,,cell organization and biogenesis,P
GO:0072690,,other biological processes,P
GO:0072691,,DNA metabolism,P
GO:0072692,,RNA metabolism,P
GO:0072693,,transport,P
GO:0072693,,cell organization and biogenesis,P
GO:0072694,,cell cycle and proliferation,P
GO:0072695,,DNA metabolism,P
GO:0072696,,DNA metabolism,P
GO:0072697,,other biological processes,P
GO:0072698,,other biological processes,P
GO:0072699,,other biological processes,P
GO:0072700,,other biological processes,P
GO:0072701,,other biological processes,P
GO:0072702,,other biological processes,P
GO:0072703,,other biological processes,P
GO:0072704,,other biological processes,P
GO:0072705,,other biological processes,P
GO:0072706,,other biological processes,P
GO:0072707,,other biological processes,P
GO:0072708,,other biological processes,P
GO:0072709,,other biological processes,P
GO:0072710,,other biological processes,P
GO:0072711,,other biological processes,P
GO:0072712,,other biological processes,P
GO:0072713,,other biological processes,P
GO:0072714,,other biological processes,P
GO:0072715,,other biological processes,P
GO:0072716,,other biological processes,P
GO:0072717,,other biological processes,P
GO:0072718,,other biological processes,P
GO:0072719,,other biological processes,P
GO:0072720,,other biological processes,P
GO:0072721,,other biological processes,P
GO:0072722,,other biological processes,P
GO:0072723,,other biological processes,P
GO:0072724,,other biological processes,P
GO:0072725,,other biological processes,P
GO:0072726,,other biological processes,P
GO:0072727,,other biological processes,P
GO:0072728,,other biological processes,P
GO:0072729,,other biological processes,P
GO:0072730,,other biological processes,P
GO:0072731,,other biological processes,P
GO:0072732,,stress response,P
GO:0072733,,other biological processes,P
GO:0072734,,other biological processes,P
GO:0072735,,other biological processes,P
GO:0072736,,other biological processes,P
GO:0072737,,other biological processes,P
GO:0072738,,other biological processes,P
GO:0072739,,other biological processes,P
GO:0072740,,other biological processes,P
GO:0072741,,other biological processes,P
