"","KEGGterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat"
"1072","K19027",0.321069875121061,1,1,1
"1077","K19360",0.321069875121061,1,1,1
"1088","K19501",0.321069875121061,1,1,1
"1097","K19673",0.321069875121061,1,1,1
"1098","K19674",0.321069875121061,1,1,1
"1102","K19719",0.321069875121061,1,1,1
"1114","K19985",0.321069875121061,1,1,1
"1119","K20045",0.321069875121061,1,1,1
"1123","K20100",0.321069875121061,1,1,1
"1124","K20103",0.321069875121061,1,1,1
"1128","K20166",0.321069875121061,1,1,1
"1132","K20183",0.321069875121061,1,1,1
"1134","K20190",0.321069875121061,1,1,1
"1141","K20283",0.321069875121061,1,1,1
"1142","K20288",0.321069875121061,1,1,1
"1143","K20292",0.321069875121061,1,1,1
"1145","K20306",0.321069875121061,1,1,1
"1150","K20353",0.321069875121061,1,1,1
"1151","K20358",0.321069875121061,1,1,1
"1160","K20493",0.321069875121061,1,1,1
"1165","K20644",0.321069875121061,1,1,1
"1168","K20683",0.321069875121061,1,1,1
"1170","K20689",0.321069875121061,1,1,1
"1177","K20826",0.321069875121061,1,1,1
"1181","K20879",0.321069875121061,1,1,1
"1187","K21404",0.321069875121061,1,1,1
"1189","K21413",0.321069875121061,1,1,1
"1190","K21421",0.321069875121061,1,1,1
"1197","K21798",0.321069875121061,1,1,1
"1198","K21871",0.321069875121061,1,1,1
"1201","K21952",0.321069875121061,1,1,1
"1202","K21954",0.321069875121061,1,1,1
"1204","K21991",0.321069875121061,1,1,1
"1212","K22262",0.321069875121061,1,1,1
"1214","K22377",0.321069875121061,1,1,1
"1233","K22806",0.321069875121061,1,1,1
"1237","K22859",0.321069875121061,1,1,1
"1239","K22869",0.321069875121061,1,1,1
"1244","K22937",0.321069875121061,1,1,1
"1250","K23113",0.321069875121061,1,1,1
"1252","K23192",0.321069875121061,1,1,1
"1253","K23215",0.321069875121061,1,1,1
"1256","K23286",0.321069875121061,1,1,1
"1270","K23400",0.321069875121061,1,1,1
"1272","K23437",0.321069875121061,1,1,1
"1282","K23611",0.321069875121061,1,1,1
"1284","K23624",0.321069875121061,1,1,1
"1288","K23705",0.321069875121061,1,1,1
"1297","K23851",0.321069875121061,1,1,1
"1306","K23939",0.321069875121061,1,1,1
"1307","K23957",0.321069875121061,1,1,1
"1312","K24065",0.321069875121061,1,1,1
"1313","K24069",0.321069875121061,1,1,1
"1314","K24070",0.321069875121061,1,1,1
"1319","K24155",0.321069875121061,1,1,1
"1321","K24224",0.321069875121061,1,1,1
"1322","K24226",0.321069875121061,1,1,1
"1323","K24227",0.321069875121061,1,1,1
"1327","K24333",0.321069875121061,1,1,1
"1334","K24469",0.321069875121061,1,1,1
"1335","K24478",0.321069875121061,1,1,1
"1336","K24485",0.321069875121061,1,1,1
"1337","K24498",0.321069875121061,1,1,1
"1343","K24677",0.321069875121061,1,1,1
"1355","K24768",0.321069875121061,1,1,1
"1358","K24814",0.321069875121061,1,1,1
"1359","K24822",0.321069875121061,1,1,1
"1365","K24842",0.321069875121061,1,1,1
"1370","K24931",0.321069875121061,1,1,1
"1377","K24990",0.321069875121061,1,1,1
"1382","K25165",0.321069875121061,1,1,1
"112","K02324",0.321069875121062,1,1,1
"260","K05648",0.321069875121062,1,1,1
"273","K05766",0.321069875121062,1,1,1
"295","K06225",0.321069875121062,1,1,1
"297","K06236",0.321069875121062,1,1,1
"300","K06240",0.321069875121062,1,1,1
"313","K06640",0.321069875121062,1,1,1
"386","K08624",0.321069875121062,1,1,1
"435","K09291",0.321069875121062,1,1,1
"799","K14572",0.321069875121062,1,1,1
"1036","K18080",0.321069875121062,1,1,1
"1120","K20051",0.321069875121062,1,1,1
"1146","K20315",0.321069875121062,1,1,1
"1203","K21988",0.321069875121062,1,1,1
"1254","K23223",0.321069875121062,1,1,1
"1259","K23298",0.321069875121062,1,1,1
"522","K10592",0.321069875121063,1,1,1
